CustomerID,CohortMonth
13258,2011-05
13259,2011-10
13260,2011-10
13261,2011-02
13262,2011-03
13263,2011-01
13265,2011-03
13266,2011-03
13267,2010-12
13268,2011-03
13269,2010-12
13270,2010-12
13271,2011-11
13272,2011-09
13273,2011-08
13276,2011-09
13277,2011-07
13278,2011-10
13279,2011-09
13280,2011-01
13282,2011-05
13283,2011-06
13284,2011-01
13285,2011-02
13291,2011-07
13292,2011-02
13294,2011-04
13295,2010-12
13296,2011-07
13297,2011-10
13298,2011-12
13299,2011-03
13300,2011-06
13301,2011-02
13302,2011-07
13304,2010-12
13305,2010-12
13307,2011-08
13308,2011-05
13309,2011-02
13310,2011-01
13311,2011-07
13313,2011-01
13314,2011-09
13316,2011-03
13317,2010-12
13318,2011-11
13319,2010-12
13320,2011-05
13321,2011-09
13322,2011-11
13323,2011-09
13324,2010-12
13325,2011-09
13327,2010-12
13328,2011-01
13329,2010-12
13330,2011-01
13332,2011-11
13334,2011-02
13336,2011-09
13338,2011-07
13339,2011-05
13340,2011-03
13341,2011-03
13343,2011-06
13344,2011-03
13345,2011-02
13347,2011-09
13348,2011-10
13349,2011-11
13350,2011-09
13351,2011-10
13352,2011-10
13354,2011-09
13355,2011-08
13356,2011-09
13357,2011-03
13358,2011-03
13359,2011-10
13362,2011-02
13363,2011-10
13364,2011-09
13365,2011-05
13366,2011-10
13368,2011-01
13369,2010-12
13370,2010-12
13372,2011-09
13373,2011-03
13375,2011-09
13376,2011-04
13379,2011-07
13381,2011-02
13382,2011-03
13384,2011-06
13385,2011-01
13388,2011-07
13389,2011-04
13390,2011-09
13391,2011-05
13394,2011-02
13395,2011-06
13396,2011-01
13397,2011-01
13398,2011-05
13402,2010-12
13403,2011-11
13404,2011-05
13405,2011-01
13408,2010-12
13410,2011-02
13411,2011-08
13414,2011-02
13416,2011-09
13417,2011-05
13418,2010-12
13419,2011-10
13420,2011-06
13421,2011-02
13422,2011-10
13425,2011-02
13426,2010-12
13427,2011-05
13428,2011-11
13429,2011-09
13430,2011-09
13431,2011-09
13434,2011-09
13435,2011-06
13436,2011-12
13437,2011-06
13439,2011-03
13441,2011-09
13447,2011-11
13448,2010-12
13449,2011-11
13450,2011-05
13451,2011-01
13452,2011-03
13453,2011-02
13455,2010-12
13456,2011-05
13458,2010-12
13460,2011-10
13461,2011-06
13462,2011-04
13464,2011-10
13466,2011-06
13467,2011-11
13468,2010-12
13470,2011-08
13471,2011-10
13473,2011-01
13474,2011-04
13475,2011-02
13476,2011-03
13477,2011-02
13479,2011-04
13481,2011-03
13482,2011-04
13483,2011-10
13484,2011-04
13485,2011-04
13486,2011-07
13487,2010-12
13488,2010-12
13489,2011-02
13491,2010-12
13492,2011-05
13493,2011-02
13494,2011-02
13495,2010-12
13496,2010-12
13497,2010-12
13499,2011-03
13500,2011-08
13501,2011-02
13502,2011-01
13503,2011-09
13504,2011-10
13505,2011-04
13506,2010-12
13507,2011-07
13508,2011-04
13509,2011-02
13510,2011-06
13512,2011-03
13513,2011-08
13514,2011-09
13515,2011-04
13516,2011-04
13517,2011-06
13518,2011-09
13519,2011-09
13520,2010-12
13521,2011-11
13522,2011-11
13523,2010-12
13524,2011-05
13525,2011-04
13527,2011-01
13529,2011-05
13531,2010-12
13532,2011-11
13533,2011-03
13534,2010-12
13536,2011-09
13538,2011-01
13539,2011-02
13544,2011-04
13546,2011-05
13548,2011-04
13549,2011-04
13551,2011-01
13552,2011-01
13555,2011-05
13557,2011-03
13558,2011-10
13560,2011-12
13561,2011-05
13562,2011-04
13563,2011-07
13564,2010-12
13565,2011-01
13566,2011-09
13568,2011-06
13569,2010-12
13570,2011-04
13571,2011-03
13572,2011-05
13573,2011-03
13575,2011-06
13576,2010-12
13577,2011-04
13579,2010-12
13581,2011-02
13583,2011-07
13584,2011-02
13587,2011-10
13588,2011-03
13589,2011-06
13590,2011-02
13591,2011-03
13592,2011-03
13593,2011-01
13594,2011-10
13596,2011-11
13598,2011-10
13599,2010-12
13600,2011-01
13601,2011-05
13602,2011-10
13603,2011-11
13606,2011-02
13607,2011-10
13610,2011-02
13611,2010-12
13614,2011-01
13615,2011-01
13617,2011-06
13618,2011-06
13621,2011-08
13623,2011-02
13626,2011-04
13627,2010-12
13629,2011-01
13630,2011-02
13631,2011-03
13632,2011-04
13634,2011-01
13635,2011-10
13636,2011-02
13637,2011-04
13638,2011-11
13639,2011-09
13642,2011-05
13643,2011-06
13644,2011-08
13645,2011-08
13647,2011-04
13649,2010-12
13650,2011-03
13651,2011-10
13652,2010-12
13654,2011-03
13655,2011-04
13656,2011-01
13657,2011-05
13658,2011-05
13659,2011-01
13662,2011-03
13663,2011-06
13666,2011-02
13667,2011-07
13668,2010-12
13669,2011-07
13670,2011-09
13672,2011-01
13673,2011-11
13675,2011-02
13678,2011-07
13680,2011-01
13681,2011-07
13682,2011-06
13684,2011-02
13685,2011-10
13686,2011-06
13689,2011-10
13690,2011-10
13692,2011-04
13694,2010-12
13695,2011-03
13697,2011-11
13699,2011-07
13700,2011-01
13703,2011-01
13704,2011-09
13705,2010-12
13706,2011-02
13707,2011-01
13708,2011-03
13709,2011-01
13710,2011-11
13711,2011-05
13712,2011-04
13715,2010-12
13716,2011-03
13717,2011-02
13718,2011-02
13719,2011-04
13720,2011-03
13721,2011-11
13722,2011-03
13723,2011-05
13725,2011-02
13726,2011-08
13727,2011-11
13728,2011-02
13730,2011-07
13731,2011-04
13732,2011-11
13735,2011-04
13736,2011-03
13737,2011-05
13739,2011-11
13740,2011-04
13741,2011-05
13742,2011-01
13743,2011-03
13744,2011-02
13745,2011-06
13747,2010-12
13748,2010-12
13750,2011-01
13751,2011-02
13752,2011-04
13753,2011-02
13754,2011-01
13755,2011-10
13756,2010-12
13758,2010-12
13759,2011-09
13760,2011-03
13761,2011-06
13762,2011-05
13763,2011-10
13764,2011-01
13767,2010-12
13769,2010-12
13771,2011-04
13772,2011-04
13774,2011-09
13777,2010-12
13778,2011-08
13780,2011-06
13781,2011-04
13782,2011-01
13784,2011-01
13786,2010-12
13787,2010-12
13790,2011-12
13791,2011-06
13792,2011-02
13798,2010-12
13799,2011-02
13800,2011-02
13801,2011-10
13802,2011-02
13803,2011-03
13804,2011-02
13805,2011-08
13806,2011-10
13807,2010-12
13808,2011-09
13809,2011-02
13810,2011-10
13811,2011-04
13812,2011-08
13813,2011-07
13814,2011-07
13815,2011-01
13816,2011-10
13817,2010-12
13819,2011-01
13821,2011-03
13822,2011-10
13823,2011-09
13824,2011-02
13826,2011-06
13827,2011-07
13828,2011-11
13831,2010-12
13832,2011-11
13833,2011-07
13835,2011-05
13837,2011-01
13838,2010-12
13841,2011-04
13842,2010-12
13844,2011-11
13845,2011-10
13846,2010-12
13848,2010-12
13849,2011-06
13850,2011-08
13851,2011-02
13853,2011-10
13854,2010-12
13856,2011-05
13858,2011-10
13859,2011-01
13860,2011-09
13862,2011-01
13863,2011-04
13865,2011-02
13866,2011-09
13867,2011-05
13868,2011-11
13869,2010-12
13870,2011-02
13871,2011-02
13873,2011-02
13874,2010-12
13875,2011-02
13876,2011-10
13877,2011-09
13878,2011-10
13880,2010-12
13881,2011-02
13882,2011-10
13883,2011-03
13884,2011-03
13885,2011-05
13886,2011-09
13887,2011-05
13888,2011-05
13889,2011-09
13890,2010-12
13892,2011-04
13893,2011-02
13894,2011-02
13895,2011-06
13897,2011-10
13898,2011-01
13899,2011-03
13900,2011-03
13901,2011-01
13904,2011-02
13908,2011-03
13911,2011-02
13914,2011-11
13917,2011-06
13918,2011-03
13919,2011-08
13922,2010-12
13923,2011-10
13924,2011-09
13925,2011-07
13926,2011-11
13927,2011-09
13928,2011-07
13929,2011-01
13930,2011-07
13931,2011-03
13932,2011-02
13933,2011-07
13934,2011-03
13936,2011-06
13937,2011-06
13938,2011-11
13939,2011-02
13940,2011-07
13941,2010-12
13946,2011-03
13947,2011-10
13948,2010-12
13949,2011-09
13950,2011-04
13951,2011-02
13952,2011-04
13953,2010-12
13954,2011-09
13955,2011-02
13956,2011-03
13959,2010-12
13960,2011-09
13962,2011-04
13963,2010-12
13967,2011-07
13969,2010-12
13971,2011-02
13972,2011-05
13973,2011-02
13974,2011-10
13975,2011-03
13976,2011-05
13978,2011-10
13979,2011-09
13980,2011-10
13982,2010-12
13983,2010-12
13984,2010-12
13985,2011-03
13986,2011-11
13988,2011-03
13989,2011-04
13990,2011-05
13991,2011-07
13992,2011-11
13993,2011-01
13994,2011-07
13995,2011-04
13999,2010-12
14000,2011-05
14001,2010-12
14002,2011-07
14004,2011-02
14005,2011-05
14006,2011-01
14009,2011-05
14012,2011-03
14013,2011-03
14014,2011-09
14015,2011-10
14016,2010-12
14019,2011-07
14020,2011-09
14021,2011-03
14022,2011-04
14023,2011-04
14024,2011-08
14027,2011-10
14029,2011-07
14030,2010-12
14031,2010-12
14032,2010-12
14034,2011-07
14035,2011-02
14036,2011-02
14037,2010-12
14038,2011-05
14039,2011-11
14040,2011-01
14041,2011-03
14044,2011-02
14045,2010-12
14046,2011-02
14047,2010-12
14048,2011-02
14049,2011-01
14050,2011-08
14051,2010-12
14052,2011-11
14053,2011-07
14054,2011-10
14055,2011-08
14056,2011-02
14057,2010-12
14059,2011-03
14060,2010-12
14062,2010-12
14064,2011-03
14066,2011-03
14067,2011-09
14068,2011-01
14071,2011-03
14073,2011-11
14075,2011-03
14076,2011-08
14077,2011-03
14078,2010-12
14079,2011-08
14080,2011-11
14081,2010-12
14082,2010-12
14083,2010-12
14085,2010-12
14087,2011-12
14088,2011-01
14089,2011-10
14090,2011-01
14092,2010-12
14093,2011-11
14096,2011-08
14098,2011-11
14099,2010-12
14100,2011-07
14101,2011-01
14102,2011-10
14104,2011-06
14105,2011-04
14107,2010-12
14108,2011-08
14109,2011-09
14110,2011-03
14111,2011-04
14112,2011-03
14113,2010-12
14114,2011-01
14116,2011-08
14117,2011-07
14121,2011-10
14124,2011-09
14125,2011-09
14126,2011-11
14127,2011-02
14128,2011-03
14129,2011-03
14130,2011-01
14132,2011-06
14133,2011-01
14135,2010-12
14138,2011-10
14139,2011-10
14140,2011-11
14141,2011-08
14142,2010-12
14143,2011-07
14145,2011-05
14146,2010-12
14147,2011-02
14148,2011-04
14149,2011-05
14150,2010-12
14152,2011-04
14154,2011-04
14155,2011-03
14156,2010-12
14157,2011-02
14158,2011-10
14159,2010-12
14161,2010-12
14162,2011-02
14163,2011-04
14164,2011-09
14165,2011-03
14167,2011-01
14171,2011-09
14173,2011-05
14174,2011-11
14175,2011-01
14176,2010-12
14177,2011-06
14178,2011-06
14179,2011-10
14180,2010-12
14184,2011-10
14185,2011-01
14188,2011-02
14189,2010-12
14191,2011-05
14193,2011-03
14194,2011-02
14195,2011-04
14196,2011-08
14198,2011-04
14199,2011-05
14201,2010-12
14204,2011-12
14205,2011-03
14206,2011-04
14208,2011-09
14209,2011-01
14210,2010-12
14211,2011-02
14212,2011-09
14214,2011-03
14215,2010-12
14216,2011-11
14217,2010-12
14218,2011-10
14219,2011-12
14220,2010-12
14221,2011-01
14222,2011-06
14223,2011-03
14224,2011-01
14226,2011-03
14227,2011-02
14229,2011-01
14231,2011-02
14232,2011-03
14233,2011-01
14234,2011-10
14235,2011-03
14236,2010-12
14237,2010-12
14238,2011-01
14239,2011-01
14240,2011-04
14241,2011-06
14242,2011-01
14243,2010-12
14245,2011-03
14246,2011-04
14247,2011-03
14248,2011-01
14250,2011-09
14251,2011-10
14256,2010-12
14257,2011-01
14258,2011-01
14259,2011-07
14261,2011-09
14262,2011-04
14264,2011-04
14265,2011-07
14267,2011-03
14270,2011-01
14271,2011-04
14272,2011-03
14273,2011-04
14276,2011-02
14277,2011-05
14280,2011-05
14282,2010-12
14284,2011-09
14285,2011-06
14286,2011-04
14287,2011-05
14288,2011-05
14289,2011-02
14290,2010-12
14291,2011-03
14292,2011-03
14293,2010-12
14295,2011-10
14297,2011-03
14298,2010-12
14299,2010-12
14300,2011-11
14301,2011-08
14304,2011-05
14305,2011-07
14306,2011-09
14307,2010-12
14309,2010-12
14311,2011-04
14312,2011-01
14314,2011-08
14315,2011-03
14317,2011-10
14320,2011-01
14321,2011-01
14323,2011-04
14326,2011-04
14327,2011-06
14329,2011-01
14331,2011-07
14332,2011-07
14333,2011-10
14334,2010-12
14335,2011-09
14336,2011-03
14338,2011-05
14339,2011-04
14340,2011-05
14341,2011-01
14342,2011-05
14344,2010-12
14345,2011-11
14346,2011-02
14348,2011-03
14349,2011-11
14350,2011-03
14351,2011-06
14352,2011-03
14353,2011-05
14354,2011-11
14355,2010-12
14356,2011-09
14357,2011-10
14359,2011-09
14360,2011-09
14362,2011-11
14364,2011-05
14367,2011-03
14368,2011-01
14371,2011-02
14373,2010-12
14375,2011-06
14377,2011-03
14379,2011-02
14381,2011-10
14382,2011-11
14383,2011-06
14385,2011-11
14386,2011-02
14387,2011-08
14388,2010-12
14389,2011-06
14390,2010-12
14393,2011-05
14395,2010-12
14396,2010-12
14397,2011-05
14400,2011-07
14401,2010-12
14403,2011-04
14404,2010-12
14406,2011-08
14407,2011-03
14408,2011-03
14409,2010-12
14410,2011-02
14411,2011-02
14412,2011-09
14413,2010-12
14414,2010-12
14415,2010-12
14416,2011-10
14418,2011-08
14419,2010-12
14420,2011-09
14421,2011-05
14422,2011-03
14423,2011-05
14424,2011-11
14426,2011-01
14427,2011-10
14428,2011-01
14431,2011-02
14432,2011-09
14434,2011-09
14436,2011-09
14437,2010-12
14438,2011-02
14439,2011-01
14440,2010-12
14441,2011-03
14442,2011-01
14443,2010-12
14446,2011-04
14447,2011-03
14448,2010-12
14449,2010-12
14450,2011-01
14451,2011-05
14452,2011-09
14453,2011-06
14456,2011-07
14457,2011-02
14459,2011-07
14460,2011-02
14461,2011-03
14462,2011-01
14463,2011-05
14465,2011-02
14466,2010-12
14467,2011-01
14470,2011-02
14472,2010-12
14473,2011-03
14474,2011-10
14475,2011-02
14476,2011-03
14477,2011-02
14479,2010-12
14480,2011-11
14481,2011-02
14482,2011-04
14483,2011-03
14484,2011-10
14485,2011-11
14487,2010-12
14488,2011-10
14489,2011-05
14491,2010-12
14493,2011-07
14494,2011-11
14495,2011-08
14496,2010-12
14497,2011-02
14498,2010-12
14499,2011-03
14500,2011-06
14501,2011-01
14502,2011-01
14503,2011-06
14504,2011-03
14505,2010-12
14506,2010-12
14507,2011-03
14508,2011-09
14511,2011-07
14512,2011-04
14513,2011-02
14514,2011-01
14515,2011-05
14517,2011-07
14518,2011-10
14520,2011-02
14522,2011-05
14523,2011-08
14524,2010-12
14525,2010-12
14527,2010-12
14528,2011-11
14529,2011-08
14530,2011-02
14532,2010-12
14533,2010-12
14534,2011-01
14535,2011-04
14536,2011-03
14537,2011-10
14538,2011-03
14539,2011-10
14540,2011-02
14541,2011-01
14542,2011-06
14543,2010-12
14544,2010-12
14546,2011-04
14547,2011-10
14548,2011-01
14549,2011-02
14550,2011-10
14551,2011-05
14552,2011-07
14553,2011-01
14554,2011-10
14555,2011-02
14557,2011-09
14560,2010-12
14561,2011-06
14562,2011-02
14565,2010-12
14566,2011-08
14567,2011-08
14569,2011-12
14570,2011-03
14572,2011-01
14573,2010-12
14576,2010-12
14577,2010-12
14578,2011-12
14581,2011-11
14582,2011-10
14583,2011-05
14584,2011-05
14585,2011-10
14586,2011-03
14587,2011-01
14589,2010-12
14591,2011-05
14592,2011-10
14593,2011-05
14594,2010-12
14595,2011-01
14597,2011-06
14598,2011-10
14600,2011-02
14601,2011-11
14603,2011-03
14606,2010-12
14607,2011-03
14608,2010-12
14609,2011-02
14616,2011-01
14618,2011-01
14619,2011-04
14620,2011-03
14621,2010-12
14622,2011-06
14623,2011-04
14624,2011-10
14625,2010-12
14626,2011-04
14628,2011-04
14629,2011-10
14631,2011-02
14632,2011-03
14633,2011-03
14636,2011-03
14638,2011-10
14639,2010-12
14640,2011-04
14641,2011-11
14642,2011-10
14643,2010-12
14644,2011-02
14645,2011-03
14646,2010-12
14647,2011-05
14649,2011-05
14651,2011-05
14652,2011-09
14653,2011-01
14655,2011-05
14656,2011-03
14657,2011-01
14658,2011-08
14659,2011-01
14660,2011-08
14661,2011-11
14662,2011-01
14664,2011-11
14665,2011-02
14666,2011-11
14667,2010-12
14669,2011-01
14670,2011-03
14672,2011-01
14673,2010-12
14675,2011-11
14676,2011-03
14680,2010-12
14681,2011-05
14682,2011-05
14684,2010-12
14687,2011-08
14688,2010-12
14689,2011-05
14690,2011-07
14691,2011-05
14692,2011-01
14693,2011-03
14696,2010-12
14697,2011-05
14698,2011-10
14699,2011-05
14700,2011-04
14701,2011-01
14702,2010-12
14703,2011-11
14704,2011-06
14705,2011-05
14708,2010-12
14709,2010-12
14710,2011-10
14711,2011-03
14712,2011-08
14713,2010-12
14714,2011-11
14715,2011-01
14716,2011-07
14719,2011-04
14720,2011-08
14722,2011-07
