CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment,CustomerValue
12697,29,3,957.59,508,319.19666666666666,4,3,4,434,Potential Loyalists,Medium Value
12700,8,4,4939.99,2967,1234.9975,5,4,5,545,Champions,High Value
12701,80,2,797.71,678,398.855,2,2,3,223,Lost Customers,Medium Value
12702,20,1,219.0,53,219.0,4,1,1,411,New Customers,Low Value
12703,71,1,283.55,164,283.55,3,1,2,312,Regular Customers,Medium Value
12704,7,8,2340.84,1006,292.605,5,5,5,555,Champions,High Value
12705,15,9,6868.29,3997,763.1433333333333,4,5,5,455,Champions,Very High Value
12707,292,1,603.42,256,603.42,1,1,3,113,Lost Customers,Medium Value
12708,30,10,2712.91,1307,271.291,4,5,5,455,Champions,High Value
12709,15,15,9706.52,3912,647.1013333333334,4,5,5,455,Champions,Very High Value
12710,97,3,1149.02,851,383.00666666666666,2,3,4,234,Big Spenders,High Value
12712,29,13,4396.13,1062,338.1638461538462,4,5,5,455,Champions,High Value
12713,1,1,848.55,508,848.55,5,1,3,513,New Customers,Medium Value
12714,9,5,4708.86,3069,941.7719999999999,5,4,5,545,Champions,High Value
12715,106,1,343.36,192,343.36,2,1,2,212,Lost Customers,Medium Value
12716,4,2,1053.49,708,526.745,5,2,4,524,Potential Loyalists,High Value
12717,151,2,1030.98,506,515.49,2,2,4,224,Big Spenders,High Value
12718,71,1,238.25,203,238.25,3,1,1,311,Regular Customers,Low Value
12719,5,2,644.95,374,322.475,5,2,3,523,Potential Loyalists,Medium Value
12720,3,25,5781.73,4672,231.26919999999998,5,5,5,555,Champions,Very High Value
12721,32,6,2656.13,1959,442.68833333333333,4,5,5,455,Champions,High Value
12722,85,4,997.63,566,249.4075,2,4,4,244,At Risk,Medium Value
12723,4,5,725.07,434,145.014,5,4,3,543,Loyal Customers,Medium Value
12724,5,4,1031.41,445,257.8525,5,4,4,544,Champions,High Value
12725,371,1,427.8,164,427.8,1,1,2,112,Lost Customers,Medium Value
12726,28,7,2609.1,3143,372.7285714285714,4,5,5,455,Champions,High Value
12727,11,7,3980.7000000000003,2098,568.6714285714286,5,5,5,555,Champions,High Value
12728,71,4,836.33,419,209.0825,3,4,3,343,Loyal Customers,Medium Value
12729,114,1,453.01,233,453.01,2,1,2,212,Lost Customers,Medium Value
12731,24,12,18895.91,8437,1574.6591666666666,4,5,5,455,Champions,Very High Value
12732,180,1,236.26000000000002,111,236.26000000000002,1,1,1,111,Lost Customers,Low Value
12733,234,1,383.95,137,383.95,1,1,2,112,Lost Customers,Medium Value
12734,353,1,110.39999999999999,88,110.39999999999999,1,1,1,111,Lost Customers,Low Value
12735,315,2,779.5699999999999,368,389.78499999999997,1,2,3,123,Lost Customers,Medium Value
12736,333,1,234.0,173,234.0,1,1,1,111,Lost Customers,Low Value
12738,372,1,155.35,148,155.35,1,1,1,111,Lost Customers,Low Value
12739,78,2,1013.04,486,506.52,2,2,4,224,Big Spenders,High Value
12740,64,1,427.6,342,427.6,3,1,2,312,Regular Customers,Medium Value
12743,134,2,540.13,315,270.065,2,2,3,223,Lost Customers,Medium Value
12744,52,7,21279.29,5241,3039.8985714285714,3,5,5,355,Loyal Customers,Very High Value
12747,2,11,4196.01,1275,381.4554545454546,5,5,5,555,Champions,High Value
12748,1,209,33053.19,25287,158.14923444976077,5,5,5,555,Champions,Very High Value
12749,4,5,4090.88,1471,818.176,5,4,5,545,Champions,High Value
12750,129,1,275.88,137,275.88,2,1,2,212,Lost Customers,Medium Value
12752,81,1,4366.78,2262,4366.78,2,1,5,215,Big Spenders,High Value
12753,23,6,21429.39,11421,3571.565,4,5,5,455,Champions,Very High Value
12754,236,3,3010.74,6481,1003.5799999999999,1,3,5,135,Big Spenders,High Value
12755,281,2,3811.9500000000003,1491,1905.9750000000001,1,2,5,125,Big Spenders,High Value
12756,87,1,112.08,144,112.08,2,1,1,211,Lost Customers,Low Value
12757,16,13,7834.650000000001,2395,602.6653846153847,4,5,5,455,Champions,Very High Value
12758,117,2,2791.59,2135,1395.795,2,2,5,225,Big Spenders,High Value
12759,52,3,1531.44,902,510.48,3,3,4,334,Big Spenders,High Value
12762,8,2,1898.52,1227,949.26,5,2,4,524,Potential Loyalists,High Value
12763,138,2,494.08,316,247.04,2,2,3,223,Lost Customers,Medium Value
12764,317,1,1693.88,386,1693.88,1,1,4,114,Big Spenders,High Value
12766,4,7,6989.63,3646,998.5185714285715,5,5,5,555,Champions,Very High Value
12769,239,1,1143.6,356,1143.6,1,1,4,114,Big Spenders,High Value
12770,211,1,1351.45,743,1351.45,1,1,4,114,Big Spenders,High Value
12772,60,1,892.47,556,892.47,3,1,3,313,Regular Customers,Medium Value
12775,17,5,1386.04,877,277.20799999999997,4,4,4,444,Champions,High Value
12778,20,6,822.23,825,137.03833333333333,4,5,3,453,Loyal Customers,Medium Value
12779,38,8,3981.36,2024,497.67,3,5,5,355,Loyal Customers,High Value
12781,64,2,826.74,671,413.37,3,2,3,323,Regular Customers,Medium Value
12782,5,5,2330.92,1086,466.184,5,4,5,545,Champions,High Value
12783,2,6,2225.91,624,370.98499999999996,5,5,5,555,Champions,High Value
12784,9,2,532.82,280,266.41,5,2,3,523,Potential Loyalists,Medium Value
12785,364,1,311.95,131,311.95,1,1,2,112,Lost Customers,Medium Value
